Ship name,Year,Month,Day,Latitude,Longitude,Keyed wind direction,Magnetic wind direction,True wind direction,Keyed wind descriptors,Wind descriptors as text,Beaufort wind force,Wind speed (m/s),Keyed air temperature,Converted air temperature (C),Keyed pressure,Converted pressure (hPa)
Lady Castlereagh              ,1816,07,13, 32.5,  -9.7,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 6300,17.2,30200,1018.7
Atlas 4                       ,1817,03,22, 36.5, -15.1,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 5700,13.9,30180,1018.9
Barkworth                     ,1817,04,03, 39.2, -14.3,NNW       ,337,313,          ,                    ,  ,    , 5600,13.3,29550,998.0
Regent                        ,1817,04,04, 33.8, -14.7,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 6800,20.0,30500,1028.4
Barkworth                     ,1817,04,04, 38.2, -14.7,WNW       ,292,270,          ,                    ,  ,    , 5900,15.0,29350,990.9
Lord Keith                    ,1817,04,05, 32.2, -15.7,SWXW      ,236,209,    060002,     Moderate Breeze, 4, 6.7, 6500,18.3,29800,1005.0
Regent                        ,1817,04,05, 32.5, -12.9,VW        ,   ,   ,          ,                    ,  ,    , 6600,18.9,29550,996.5
Barkworth                     ,1817,04,05, 37.2, -14.7,NNW       ,337,315,    069005,         Strong Gale, 9,22.6, 6100,16.1,29450,994.0
Barkworth                     ,1817,04,06, 34.8, -14.3,NNW       ,337,315,    060   ,            Moderate, 4, 6.7, 6200,16.7,29760,1004.1
Barkworth                     ,1817,04,07, 32.1, -15.5,N         ,360,339,    069002,       Strong Breeze, 6,12.3, 6600,18.9,29950,1009.9
William Pitt 2                ,1817,04,22, 39.6, -13.9,E         , 90, 66,    062002,     Pleasant Breeze, 4, 6.7, 6300,17.2,29800,1005.8
Carnatic 3                    ,1817,04,22, 39.8, -13.9,VE        ,   ,   ,    049002,        Fresh Breeze, 5, 9.3,     ,    ,     ,    
William Pitt 2                ,1817,04,23, 38.0, -14.8,NEXE      , 56, 34,    062002,     Pleasant Breeze, 4, 6.7, 6300,17.2,29700,1002.3
Carnatic 3                    ,1817,04,23, 38.0, -14.8,NE        , 45, 23,    062002,     Pleasant Breeze, 4, 6.7, 6250,16.9,29830,1006.7
William Pitt 2                ,1817,04,24, 35.8, -15.2,          ,   ,   ,    055002,   Increasing Breeze,  ,    , 6150,16.4,29600,998.9
Carnatic 3                    ,1817,04,24, 35.8, -15.3,N         ,360,338,          ,                    ,  ,    , 6050,15.8,29720,1003.0
Dorsetshire                   ,1817,04,26, 39.1, -16.0,VBLE      ,   ,   ,    089   ,          Decreasing,  ,    , 5800,14.4,30000,1013.0
Dorsetshire                   ,1817,04,26, 39.1, -16.0,VBLE      ,   ,   ,    089   ,          Decreasing,  ,    , 5800,14.4,30000,1013.0
Lord Castlereagh 1            ,1817,04,30, 39.4, -14.2,SEXS      ,146,122,          ,                    ,  ,    , 6500,18.3,29700,1002.2
Thomas Grenville              ,1817,04,30, 39.2, -14.4,NEXE      , 56, 32,    058015,          Light Wind,  ,    , 6900,20.6,29600,998.5
Lord Castlereagh 1            ,1817,05,01, 37.3, -14.6,          ,   ,   ,    089002,   Decreasing Breeze,  ,    , 6900,20.6,29790,1004.7
Thomas Grenville              ,1817,05,01, 37.3, -14.7,          ,   ,   ,    072015,       Unsteady Wind,  ,    , 6500,18.3,29650,1000.4
Lord Castlereagh 1            ,1817,05,02, 36.1, -14.9,SEXE      ,123,101,          ,                    ,  ,    , 6500,18.3,29700,1002.0
Thomas Grenville              ,1817,05,02, 36.2, -14.9,E         , 90, 68,          ,                    ,  ,    , 6700,19.4,29570,997.4
Lord Castlereagh 1            ,1817,05,03, 34.1, -15.8,          ,   ,   ,          ,                    ,  ,    , 6500,18.3,29900,1008.5
Thomas Grenville              ,1817,05,03, 34.1, -15.9,          ,   ,   ,    060015,       Moderate Wind,  ,    , 6600,18.9,29800,1005.1
Lady Carrington               ,1817,05,15, 33.0, -14.1,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 6700,19.4,     ,    
Union 4                       ,1817,05,15, 38.6, -10.8,          ,   ,   ,    058002,        Light Breeze, 2, 2.6, 6000,15.6,     ,    
Northumberland 5              ,1817,05,15, 38.7, -13.4,V         ,   ,   ,          ,                    ,  ,    , 6000,15.6,30000,1012.8
Union 4                       ,1817,05,16, 37.9, -11.3,VS        ,   ,   ,          ,                    ,  ,    , 6100,16.1,     ,    
Northumberland 5              ,1817,05,16, 37.8, -14.1,SWXW      ,236,214,       003,                Calm, 0, 0.0, 6200,16.7,30000,1012.5
Union 4                       ,1817,05,17, 36.8, -12.9,V         ,   ,   ,          ,                    ,  ,    , 5600,13.3,     ,    
Northumberland 5              ,1817,05,17, 36.8, -15.6,WNW       ,292,270,       015,                Wind,  ,    , 6300,17.2,29740,1003.5
Streatham 4                   ,1817,05,18, 36.6,  -8.3,VSXW      ,   ,   ,    089   ,          Decreasing,  ,    , 6150,16.4,     ,    
Princess Charlotte of Wales   ,1817,05,18, 36.7,  -8.5,VW        ,   ,   ,    058015,          Light Wind,  ,    , 5950,15.3,29950,1010.9
Atlas 4                       ,1817,05,18, 36.9, -12.5,VNWTSSW   ,   ,   ,       003,                Calm, 0, 0.0, 6800,20.0,29900,1008.5
Minerva 7                     ,1817,05,18, 37.3, -12.2,V         ,   ,   ,    058001,           Light Air, 1, 1.0, 6400,17.8,     ,    
Union 4                       ,1817,05,18, 34.4, -14.0,          ,   ,   ,          ,                    ,  ,    , 6100,16.1,     ,    
Northumberland 5              ,1817,05,18, 34.4, -15.0,WNW       ,292,270,          ,                    ,  ,    , 6200,16.7,29880,1008.1
Streatham 4                   ,1817,05,19, 37.0, -11.2,NWXN      ,326,302,    060   ,            Moderate, 4, 6.7, 6600,18.9,     ,    
Princess Charlotte of Wales   ,1817,05,19, 37.0, -11.2,          ,   ,   ,    058002,        Light Breeze, 2, 2.6, 6150,16.4,29580,998.3
Atlas 4                       ,1817,05,19, 37.0, -14.1,WNW       ,292,266,    055002,   Increasing Breeze,  ,    , 7200,22.2,29980,1010.8
Minerva 7                     ,1817,05,19, 37.0, -14.2,WNW       ,292,266,    055002,   Increasing Breeze,  ,    , 6000,15.6,     ,    
Union 4                       ,1817,05,19, 32.7, -14.5,V         ,   ,   ,    060   ,            Moderate, 4, 6.7, 6300,17.2,     ,    
Northumberland 5              ,1817,05,19, 32.7, -15.6,NWXN      ,326,305,    049002,        Fresh Breeze, 5, 9.3, 6300,17.2,30130,1016.3
Streatham 4                   ,1817,05,20, 37.2, -15.0,NWXW      ,303,277,    062002,     Pleasant Breeze, 4, 6.7, 6700,19.4,     ,    
Princess Charlotte of Wales   ,1817,05,20, 37.3, -15.3,VWXN      ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6350,17.5,30500,1029.2
Union 4                       ,1817,05,20, 32.8, -15.9,V         ,   ,   ,    058001,           Light Air, 1, 1.0, 6400,17.8,     ,    
Sovereign 2                   ,1817,05,27, 33.4, -14.2,S         ,180,153,    049002,        Fresh Breeze, 5, 9.3, 6400,17.8,     ,    
Providence 1                  ,1817,05,27, 33.5, -14.5,SWXS      ,213,187,    060002,     Moderate Breeze, 4, 6.7, 6500,18.3,29900,1008.5
Carmarthen                    ,1817,05,27, 38.5, -12.7,SWXS      ,213,191,    067002,       Steady Breeze, 5, 9.3, 5800,14.4,30180,1019.0
Carmarthen                    ,1817,05,27, 38.5, -12.7,SWXS      ,213,191,    067002,       Steady Breeze, 5, 9.3, 5800,14.4,30180,1019.0
Carmarthen                    ,1817,05,28, 37.2, -13.3,NWXW      ,303,281,    058002,        Light Breeze, 2, 2.6, 6200,16.7,30200,1019.2
Carmarthen                    ,1817,05,28, 37.2, -13.3,NWXW      ,303,281,    058002,        Light Breeze, 2, 2.6, 6200,16.7,30200,1019.2
Carmarthen                    ,1817,05,30, 34.9, -15.3,          ,   ,   ,    060   ,            Moderate, 4, 6.7, 6600,18.9,30150,1016.9
Carmarthen                    ,1817,05,30, 34.9, -15.3,          ,   ,   ,    060   ,            Moderate, 4, 6.7, 6600,18.9,30150,1016.9
Canning                       ,1818,02,18, 33.9, -14.3,SEXE      ,123,113,    060002,     Moderate Breeze, 4, 6.7, 7000,21.1,29890,1007.7
Canning                       ,1818,02,19, 35.4, -14.7,NEXE      , 56, 45,       002,              Breeze,  ,    , 7100,21.7,30150,1016.5
Castle Huntley                ,1818,04,03, 38.5, -15.8,NWXW      ,303,281,    049002,        Fresh Breeze, 5, 9.3, 5600,13.3,29500,996.2
Dunira                        ,1818,04,04, 35.3, -15.3,SWXS      ,213,191,    042069,      Blowing Strong, 9,22.6, 6400,17.8,29740,1003.3
Castle Huntley                ,1818,04,04, 37.6, -15.1,S         ,180,158,    069002,       Strong Breeze, 6,12.3, 6000,15.6,29725,1003.4
Castle Huntley                ,1818,04,05, 37.0, -14.1,SWXS      ,213,191,          ,                    ,  ,    , 6100,16.1,29850,1007.5
Castle Huntley                ,1818,04,06, 36.7, -12.9,SWXS      ,213,191,    058002,        Light Breeze, 2, 2.6, 6200,16.7,29725,1003.1
Prince Regent                 ,1818,04,10, 39.8, -13.3,          ,   ,   ,    069002,       Strong Breeze, 6,12.3, 5800,14.4,29600,999.5
Prince Regent                 ,1818,04,11, 37.0, -12.5,V         ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
Prince Regent                 ,1818,04,12, 34.0, -14.1,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3,     ,    ,29900,1009.2
London 14                     ,1818,04,17, 36.9, -15.6,WXN       ,281,272,    060   ,            Moderate, 4, 6.7, 6300,17.2,30060,1014.3
Farlie                        ,1818,04,17, 32.5, -13.9,          ,   ,   ,          ,                    ,  ,    ,     ,    ,30000,1010.2
Lady Melville                 ,1818,04,27, 38.3, -15.9,NW        ,315,293,    089002,   Decreasing Breeze,  ,    ,     ,    ,     ,    
Lady Melville                 ,1818,04,28, 37.4, -14.5,SWXS      ,213,191,    006009,           Hard Puff,  ,    , 5800,14.4,29400,992.6
Lady Melville                 ,1818,04,29, 36.2, -12.6,WSW       ,247,225,    060   ,            Moderate, 4, 6.7,     ,    ,     ,    
Lady Melville                 ,1818,04,30, 34.7, -12.1,NWXW      ,303,281,    058001,           Light Air, 1, 1.0,     ,    ,     ,    
Lady Melville                 ,1818,05,01, 34.4, -12.4,WXS       ,258,236,       003,                Calm, 0, 0.0,     ,    ,     ,    
Perseverance 2                ,1818,05,01, 39.4, -13.5,W         ,270,246,    058002,        Light Breeze, 2, 2.6, 5800,14.4,     ,    
Lady Melville                 ,1818,05,02, 34.0, -12.4,NW        ,315,293,    079   ,          Freshening,  ,    ,     ,    ,     ,    
Perseverance 2                ,1818,05,02, 39.3, -14.2,          ,   ,   ,          ,                    ,  ,    , 6950,20.8,     ,    
Perseverance 2                ,1818,05,03, 36.1, -13.8,WNW       ,292,270,    049002,        Fresh Breeze, 5, 9.3, 6950,20.8,     ,    
Perseverance 2                ,1818,05,04, 34.0, -14.2,WXN       ,281,259,    089   ,          Decreasing,  ,    , 6100,16.1,     ,    
Perseverance 2                ,1818,05,05, 32.4, -14.7,NW        ,315,294,    058015,          Light Wind,  ,    , 6400,17.8,     ,    
Lady Lushington               ,1818,05,25, 40.0, -14.5,          ,   ,   ,          ,                    ,  ,    , 7000,21.1,29900,1008.6
Prince Regent                 ,1818,05,31, 36.1, -14.0,NEXN      , 33,  7,    058001,           Light Air, 1, 1.0, 5800,14.4,29830,1007.0
Asia 6                        ,1818,06,08, 39.6, -15.2,          ,   ,   ,          ,                    ,  ,    , 6500,18.3,30380,1025.2
General Hewett                ,1818,06,08, 39.5, -15.0,V         ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 6700,19.4,30400,1025.7
Asia 6                        ,1818,06,09, 38.6, -15.7,VE        ,   ,   ,    058015,          Light Wind,  ,    , 6600,18.9,30380,1025.0
General Hewett                ,1818,06,09, 38.6, -15.3,NEXE      , 56, 34,    058002,        Light Breeze, 2, 2.6, 6800,20.0,30150,1017.1
Phoenix 5                     ,1818,06,26, 36.1, -12.9,W         ,270,261,    069002,       Strong Breeze, 6,12.3, 5600,13.3,29750,1004.5
Astell                        ,1818,06,26, 36.1, -12.9,WSW       ,247,238,    069005,         Strong Gale, 9,22.6, 5400,12.2,29840,1007.7
Astell                        ,1818,06,26, 36.1, -12.9,WSW       ,247,238,    069005,         Strong Gale, 9,22.6, 5400,12.2,29840,1007.7
Asia 6                        ,1818,07,25, 32.7, -13.9,          ,   ,   ,          ,                    ,  ,    , 6000,15.6,30600,1032.5
General Hewett                ,1818,07,25, 32.8, -13.9,          ,   ,   ,    055   ,          Increasing,  ,    , 6200,16.7,30000,1012.1
Asia 6                        ,1818,07,26, 34.2, -10.7,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 5900,15.0,29500,995.6
General Hewett                ,1818,07,26, 34.2, -10.7,          ,   ,   ,    049005,          Fresh Gale, 8,19.0, 6300,17.2,29700,1002.0
Regent                        ,1818,08,09, 37.8, -12.4,W         ,270,248,    060002,     Moderate Breeze, 4, 6.7, 7200,22.2,30400,1025.1
Regent                        ,1818,08,10, 36.7, -12.4,V         ,   ,   ,    055   ,          Increasing,  ,    , 7300,22.8,29950,1009.7
Regent                        ,1818,08,11, 35.3, -13.1,WNW       ,292,270,          ,                    ,  ,    , 7300,22.8,30800,1038.2
Regent                        ,1818,08,12, 34.0, -14.2,N         ,360,338,    058001,           Light Air, 1, 1.0, 7500,23.9,30130,1015.4
Regent                        ,1818,08,13, 33.5, -14.4,V         ,   ,   ,    055   ,          Increasing,  ,    , 7500,23.9,30800,1037.9
William Pitt 2                ,1819,02,16, 38.3, -15.1,SWXW      ,236,214,       015,                Wind,  ,    , 5900,15.0,30150,1017.9
Atlas 4                       ,1819,03,06, 38.9, -15.4,NEXN      , 33, 11,    069002,       Strong Breeze, 6,12.3, 6200,16.7,29850,1007.5
Windsor 2                     ,1819,03,06, 37.2, -15.9,NEXE      , 56, 34,    002067,       Breeze Steady, 5, 9.3, 5700,13.9,29900,1009.5
Charles Grant                 ,1819,03,27, 35.2, -12.9,ENE       , 67, 56,    055002,   Increasing Breeze,  ,    , 6500,18.3,29970,1011.0
Inglis                        ,1819,03,27, 34.5, -12.0,E         , 90, 79,    062002,     Pleasant Breeze, 4, 6.7, 6900,20.6,30300,1021.7
Charles Grant                 ,1819,03,28, 36.5,  -9.1,NW        ,315,302,    049002,        Fresh Breeze, 5, 9.3, 6900,20.6,29750,1003.3
Atlas 4                       ,1819,04,26, 34.6,  -8.9,VN        ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 6900,20.6,29870,1007.2
Windsor 2                     ,1819,04,29, 36.7, -11.8,WXN       ,281,257,    043002,        Brisk Breeze,  ,    , 6200,16.7,29900,1009.0
Windsor 2                     ,1819,04,30, 36.5, -14.9,VSE       ,   ,   ,    058001,           Light Air, 1, 1.0, 6500,18.3,30200,1018.9
Atlas 4                       ,1819,05,01, 36.8, -10.6,SW        ,225,201,       015,                Wind,  ,    , 6100,16.1,29990,1012.2
Atlas 4                       ,1819,05,02, 35.9, -14.0,SSE       ,157,130,    049005,          Fresh Gale, 8,19.0, 6400,17.8,30240,1020.2
Bridgewater 5                 ,1819,05,02, 39.9, -11.0,V         ,   ,   ,    069002,       Strong Breeze, 6,12.3, 6300,17.2,29220,986.3
Bridgewater 5                 ,1819,05,03, 39.6, -10.8,          ,   ,   ,          ,                    ,  ,    , 6200,16.7,28500,962.0
Matilda                       ,1819,05,03, 40.0, -10.9,          ,   ,   ,    049005,          Fresh Gale, 8,19.0, 5700,13.9,29000,979.4
Carnatic 3                    ,1819,05,03, 40.0, -10.6,WXS       ,258,235,    049005,          Fresh Gale, 8,19.0, 5750,14.2,29800,1006.4
Thomas Grenville              ,1819,05,04, 38.6, -10.8,NW        ,315,293,    069002,       Strong Breeze, 6,12.3, 6200,16.7,29600,999.1
Bridgewater 5                 ,1819,05,04, 37.7, -10.9,          ,   ,   ,    016060,       More Moderate,  ,    , 6400,17.8,29600,998.8
Matilda                       ,1819,05,04, 39.6, -11.2,          ,   ,   ,    060   ,            Moderate, 4, 6.7, 5700,13.9,29000,979.4
Carnatic 3                    ,1819,05,04, 38.5, -11.2,NWXN      ,326,304,    049002,        Fresh Breeze, 5, 9.3, 6000,15.6,29920,1010.0
Thomas Grenville              ,1819,05,06, 37.8, -12.7,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 6600,18.9,29930,1009.8
Bridgewater 5                 ,1819,05,06, 36.8, -12.0,V         ,   ,   ,    055002,   Increasing Breeze,  ,    , 6700,19.4,29220,985.6
Lord Castlereagh 1            ,1819,05,06, 39.5, -12.8,          ,   ,   ,    055   ,          Increasing,  ,    , 6300,17.2,30400,1026.1
Marquis of Ely                ,1819,05,06, 39.6, -14.0,SW        ,225,201,          ,                    ,  ,    ,     ,    ,29300,989.7
Matilda                       ,1819,05,06, 39.0, -12.8,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6300,17.2,29000,978.8
Carnatic 3                    ,1819,05,06, 37.8, -12.7,SW        ,225,203,    060002,     Moderate Breeze, 4, 6.7, 6400,17.8,29960,1011.0
Thomas Grenville              ,1819,05,07, 37.3, -13.3,          ,   ,   ,    058015,          Light Wind,  ,    , 6700,19.4,29970,1011.0
Bridgewater 5                 ,1819,05,07, 36.9, -13.6,          ,   ,   ,    058001,           Light Air, 1, 1.0, 6700,19.4,29100,981.6
Lord Castlereagh 1            ,1819,05,07, 38.9, -13.8,V         ,   ,   ,    058002,        Light Breeze, 2, 2.6, 6200,16.7,30400,1026.1
Marquis of Ely                ,1819,05,07, 38.9, -14.8,W         ,270,248,    060   ,            Moderate, 4, 6.7,     ,    ,29400,993.1
Matilda                       ,1819,05,07, 37.9, -14.5,WXN       ,281,259,    058002,        Light Breeze, 2, 2.6, 6300,17.2,30000,1012.4
Carnatic 3                    ,1819,05,07, 37.2, -13.2,WNW       ,292,270,    058001,           Light Air, 1, 1.0, 6400,17.8,30090,1015.3
Thomas Grenville              ,1819,05,08, 36.5, -13.8,NE        , 45, 23,    055002,   Increasing Breeze,  ,    , 6500,18.3,30170,1017.8
Bridgewater 5                 ,1819,05,08, 36.1, -14.6,NNE       , 22,  1,    058015,          Light Wind,  ,    , 6700,19.4,29420,992.3
Lord Castlereagh 1            ,1819,05,08, 37.8, -13.1,N         ,360,338,    058001,           Light Air, 1, 1.0, 6000,15.6,30400,1026.2
Marquis of Ely                ,1819,05,08, 37.6, -14.6,NW        ,315,293,          ,                    ,  ,    ,     ,    ,29400,992.9
Matilda                       ,1819,05,08, 36.7, -14.6,NXE       , 11,349,    060002,     Moderate Breeze, 4, 6.7, 6400,17.8,30200,1019.0
Carnatic 3                    ,1819,05,08, 36.4, -13.7,NE        , 45, 23,    062002,     Pleasant Breeze, 4, 6.7, 6500,18.3,30290,1021.9
Thomas Grenville              ,1819,05,09, 34.8, -15.6,NXES      ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 6600,18.9,30250,1020.3
Lord Castlereagh 1            ,1819,05,09, 36.7, -15.2,          ,   ,   ,          ,                    ,  ,    , 6600,18.9,30500,1028.9
Marquis of Ely                ,1819,05,09, 36.1, -15.3,NEXE      , 56, 34,    055   ,          Increasing,  ,    ,     ,    ,29400,992.8
Matilda                       ,1819,05,09, 34.8, -15.6,ENE       , 67, 45,    055   ,          Increasing,  ,    , 6500,18.3,30300,1022.1
Carnatic 3                    ,1819,05,09, 34.7, -15.7,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 6500,18.3,30320,1022.7
General Harris                ,1819,05,31, 36.1, -10.1,W         ,270,246,          ,                    ,  ,    ,     ,    ,     ,    
Astell                        ,1820,02,09, 39.3, -14.5,W         ,270,246,    062002,     Pleasant Breeze, 4, 6.7, 6900,20.6,30260,1020.8
Astell                        ,1820,02,09, 39.3, -14.5,W         ,270,246,    062002,     Pleasant Breeze, 4, 6.7, 6900,20.6,30260,1020.8
Astell                        ,1820,02,10, 38.2, -14.7,NTW       ,315,293,    058001,           Light Air, 1, 1.0, 6100,16.1,30440,1027.5
Astell                        ,1820,02,10, 38.2, -14.7,NTW       ,315,293,    058001,           Light Air, 1, 1.0, 6100,16.1,30440,1027.5
Astell                        ,1820,02,11, 37.6, -14.7,SE        ,135,113,          ,                    ,  ,    , 6400,17.8,30500,1029.2
Astell                        ,1820,02,11, 37.6, -14.7,SE        ,135,113,          ,                    ,  ,    , 6400,17.8,30500,1029.2
Asia 6                        ,1820,02,20, 35.6, -15.7,NNW       ,337,315,    049002,        Fresh Breeze, 5, 9.3, 6100,16.1,29500,995.5
Astell                        ,1820,04,05, 36.0, -11.0,N         ,360,346,    069002,       Strong Breeze, 6,12.3, 7000,21.1,29920,1008.9
Astell                        ,1820,04,05, 36.0, -11.0,N         ,360,346,    069002,       Strong Breeze, 6,12.3, 7000,21.1,29920,1008.9
Asia 6                        ,1820,04,09, 34.3, -13.4,VE        ,   ,   ,          ,                    ,  ,    , 6450,18.1,30360,1024.1
Asia 6                        ,1820,04,10, 35.7,  -9.8,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6700,19.4,30300,1022.0
London 14                     ,1820,04,29, 38.5, -15.7,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6000,15.6,29850,1007.7
Orwell                        ,1820,05,05, 39.7, -15.8,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 5800,14.4,30300,1023.2
Prince Regent                 ,1820,05,05, 33.8, -12.7,          ,   ,   ,          ,                    ,  ,    , 6700,19.4,29680,1000.9
General Hewett                ,1820,05,05, 39.5, -15.3,NWXN      ,326,302,    062002,     Pleasant Breeze, 4, 6.7,     ,    ,30300,1022.8
Prince Regent                 ,1820,05,06, 34.0, -10.9,NW        ,315,301,    060002,     Moderate Breeze, 4, 6.7, 6500,18.3,29890,1008.2
Thomas Coutts                 ,1821,01,08, 38.7, -14.8,NE        , 45, 23,    069002,       Strong Breeze, 6,12.3, 5600,13.3,30200,1019.9
Bombay                        ,1821,05,05, 38.7, -15.1,NW        ,315,293,          ,                    ,  ,    ,     ,    ,30500,1030.0
Minerva 7                     ,1821,05,05, 39.2, -14.4,NW        ,315,291,    060002,     Moderate Breeze, 4, 6.7,     ,    ,     ,    
Minerva 7                     ,1821,05,06, 36.9, -15.5,V         ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
General Harris                ,1821,05,09, 33.5,  -9.2,SEXS      ,146,121,    049002,        Fresh Breeze, 5, 9.3, 6900,20.6,30330,1022.6
General Harris                ,1821,05,10, 33.5,  -9.7,SE        ,135,110,          ,                    ,  ,    , 6700,19.4,30370,1024.1
General Harris                ,1821,05,11, 35.1, -11.2,          ,   ,   ,    058002,        Light Breeze, 2, 2.6, 6800,20.0,30250,1020.1
General Harris                ,1821,05,12, 35.5, -12.4,NW        ,315,290,    067   ,              Steady,  ,    , 6700,19.4,30120,1015.9
Duke of York 2                ,1822,01,10, 39.0, -15.0,EXS       ,101, 77,    069002,       Strong Breeze, 6,12.3, 5900,15.0,30050,1014.6
Duke of York 2                ,1822,01,11, 35.5, -16.0,ENE       , 67, 45,    049002,        Fresh Breeze, 5, 9.3, 6300,17.2,30200,1018.9
Dunira                        ,1822,01,12, 37.4, -15.5,          ,   ,   ,          ,                    ,  ,    , 6000,15.6,30490,1029.2
Herefordshire                 ,1822,01,24, 32.6, -14.6,          ,   ,   ,          ,                    ,  ,    , 7000,21.1,     ,    
Thomas Grenville              ,1822,03,18, 33.9, -14.6,SSW       ,202,175,          ,                    ,  ,    , 7000,21.1,30000,1011.4
Thomas Grenville              ,1822,03,19, 32.1, -12.0,          ,   ,   ,          ,                    ,  ,    , 7100,21.7,30000,1011.2
Farquharson                   ,1822,03,22, 33.0, -15.9,SWXW      ,236,209,    067002,       Steady Breeze, 5, 9.3, 6700,19.4,30050,1013.3
Buckinghamshire               ,1822,03,24, 39.6, -14.9,NEXE      , 56, 32,          ,                    ,  ,    , 6050,15.8,29980,1012.1
Sir David Scott               ,1822,03,27, 35.0, -15.5,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 7000,21.1,30120,1015.6
Sir David Scott               ,1822,03,28, 35.2, -15.6,SW        ,225,198,    062002,     Pleasant Breeze, 4, 6.7, 6900,20.6,29270,987.0
Asia 6                        ,1822,04,05, 39.3, -15.7,E         , 90, 66,    067002,       Steady Breeze, 5, 9.3, 6100,16.1,29950,1011.0
Duchess of Athol              ,1822,04,08, 32.9, -10.6,NXW       ,348,334,    055   ,          Increasing,  ,    , 7300,22.8,29850,1006.0
Buckinghamshire               ,1822,05,02, 34.6, -13.1,NW        ,315,304,          ,                    ,  ,    , 7000,21.1,30140,1016.2
Buckinghamshire               ,1822,05,03, 35.2,  -9.2,NNW       ,337,323,          ,                    ,  ,    , 6900,20.6,30100,1015.0
Regent                        ,1822,05,06, 39.7, -14.2,VW        ,   ,   ,    055002,   Increasing Breeze,  ,    , 6300,17.2,     ,    
Regent                        ,1822,05,07, 38.7, -13.6,V         ,   ,   ,    042049,       Blowing Fresh, 6,12.3, 6300,17.2,     ,    
Royal George 5                ,1822,12,18, 37.7, -15.9,VETSE     ,   ,   ,          ,                    ,  ,    , 4150, 5.3,30120,1018.4
Canning                       ,1823,04,24, 36.4,  -8.5,          ,   ,   ,          ,                    ,  ,    , 6500,18.3,29600,998.6
Atlas 4                       ,1823,05,08, 32.8, -14.7,ESE       ,112,101,    049002,        Fresh Breeze, 5, 9.3, 7000,21.1,30800,1038.3
Atlas 4                       ,1823,05,09, 33.5, -14.3,NEXE      , 56, 45,    049002,        Fresh Breeze, 5, 9.3, 7000,21.1,30150,1016.4
Vansittart 4                  ,1823,05,13, 38.6, -14.1,WXN       ,281,259,    058002,        Light Breeze, 2, 2.6, 6300,17.2,30270,1021.6
Vansittart 4                  ,1823,06,29, 33.5, -13.4,          ,   ,   ,    060   ,            Moderate, 4, 6.7, 6100,16.1,30220,1019.6
Thomas Grenville              ,1823,06,29, 39.6, -11.9,ENE       , 67, 44,       003,                Calm, 0, 0.0, 6600,18.9,29880,1008.2
Vansittart 4                  ,1823,06,30, 32.9, -10.8,VSXE      ,   ,   ,    069002,       Strong Breeze, 6,12.3, 5900,15.0,30300,1022.5
Thomas Grenville              ,1823,06,30, 39.3, -13.6,NE        , 45, 21,          ,                    ,  ,    , 6700,19.4,29980,1011.5
Vansittart 4                  ,1823,07,01, 32.3,  -8.8,VSEXS     ,   ,   ,    060   ,            Moderate, 4, 6.7, 5600,13.3,30250,1021.0
Thomas Grenville              ,1823,07,01, 38.5, -13.9,W         ,270,248,          ,                    ,  ,    , 6850,20.3,30190,1018.4
Thomas Grenville              ,1823,07,02, 36.5, -14.6,NNW       ,337,315,    058002,        Light Breeze, 2, 2.6, 6800,20.0,30250,1020.3
Vansittart 4                  ,1823,07,07, 37.0,  -9.2,S         ,180,155,    058001,           Light Air, 1, 1.0, 6300,17.2,30260,1021.1
Vansittart 4                  ,1823,07,08, 36.9, -12.6,NNE       , 22,358,    069002,       Strong Breeze, 6,12.3, 6400,17.8,30200,1019.0
General Harris                ,1824,01,21, 37.1, -14.2,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 5700,13.9,30200,1019.6
General Harris                ,1824,01,22, 35.1, -14.3,WNW       ,292,270,    058002,        Light Breeze, 2, 2.6, 6200,16.7,30300,1022.4
General Harris                ,1824,01,23, 32.9, -15.0,NEXN      , 33, 13,    058001,           Light Air, 1, 1.0, 6350,17.5,30400,1025.4
Thomas Coutts                 ,1824,02,14, 38.2, -14.2,          ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
